"Date","Price","Open","High","Low","Vol.","Change %"
"01/04/2023","3.620","3.630","3.630","3.600","9.26M","-0.28%"
"01/03/2023","3.630","3.510","3.650","3.510","20.00M","3.42%"
"01/02/2023","3.510","3.450","3.520","3.410","14.69M","2.33%"
"12/30/2022","3.430","3.430","3.490","3.430","11.85M","0.00%"
"12/29/2022","3.430","3.420","3.440","3.390","11.05M","0.29%"
"12/28/2022","3.420","3.450","3.450","3.410","15.05M","-0.29%"
"12/27/2022","3.430","3.460","3.470","3.430","14.05M","-1.15%"
"12/26/2022","3.470","3.470","3.480","3.420","11.83M","0.00%"
"12/23/2022","3.470","3.470","3.510","3.470","12.45M","0.00%"
"12/22/2022","3.470","3.490","3.510","3.450","11.15M","-0.57%"
"12/21/2022","3.490","3.530","3.540","3.480","11.37M","-0.85%"
"12/20/2022","3.520","3.550","3.550","3.480","11.61M","-0.56%"
"12/19/2022","3.540","3.470","3.540","3.450","13.00M","2.61%"
"12/16/2022","3.450","3.450","3.540","3.390","10.38M","0.00%"
"12/15/2022","3.450","3.330","3.570","3.330","20.10M","3.60%"
"12/14/2022","3.330","3.420","3.450","3.330","15.46M","-2.63%"
"12/13/2022","3.420","3.530","3.550","3.370","8.80M","-3.12%"
"12/12/2022","3.530","3.650","3.650","3.500","11.80M","-2.75%"
"12/09/2022","3.630","3.770","3.780","3.580","15.31M","-3.20%"
"12/08/2022","3.750","3.740","3.830","3.740","22.04M","0.27%"
"12/07/2022","3.740","3.840","3.840","3.670","16.93M","-2.35%"
"12/06/2022","3.830","3.520","3.930","3.490","49.07M","9.43%"
"12/05/2022","3.500","3.500","3.520","3.350","27.88M","0.29%"
"11/30/2022","3.490","3.580","3.630","3.440","18.85M","-1.69%"
"11/29/2022","3.550","3.680","3.700","3.520","11.98M","-3.53%"
"11/28/2022","3.680","3.780","3.790","3.680","12.27M","-2.39%"
"11/25/2022","3.770","3.740","3.790","3.730","12.37M","0.00%"
"11/24/2022","3.770","3.740","3.800","3.730","13.39M","0.53%"
"11/23/2022","3.750","3.730","3.760","3.690","15.11M","0.27%"
"11/22/2022","3.740","3.730","3.750","3.710","11.55M","0.54%"
"11/21/2022","3.720","3.750","3.760","3.690","10.87M","-0.80%"
"11/18/2022","3.750","3.750","3.820","3.710","16.47M","-1.32%"
"11/17/2022","3.800","3.690","3.860","3.640","82.23M","2.98%"
"11/16/2022","3.690","3.730","3.730","3.620","21.53M","-0.81%"
"11/15/2022","3.720","3.850","3.850","3.710","18.15M","-3.88%"
"11/14/2022","3.870","3.920","3.940","3.740","21.59M","-0.51%"
"11/11/2022","3.890","3.990","3.990","3.860","27.68M","-1.02%"
"11/10/2022","3.930","3.910","4.000","3.900","20.25M","-0.76%"
"11/09/2022","3.960","3.890","4.040","3.880","30.75M","2.59%"
"11/08/2022","3.860","3.930","4.120","3.840","40.62M","-1.03%"
"11/07/2022","3.900","3.650","3.910","3.650","26.05M","5.98%"
"11/04/2022","3.680","3.830","3.870","3.600","34.81M","-3.16%"
"11/03/2022","3.800","3.980","4.000","3.790","44.44M","-5.00%"
"11/02/2022","4.000","3.790","4.170","3.750","76.70M","8.70%"
"11/01/2022","3.680","3.200","3.680","3.200","98.81M","15.00%"
"10/31/2022","3.200","2.930","3.200","2.920","53.70M","9.59%"
"10/28/2022","2.920","2.800","3.040","2.710","158.47M","4.66%"
"10/27/2022","2.790","2.710","2.830","2.700","52.04M","2.95%"
"10/26/2022","2.710","2.700","2.750","2.660","45.70M","0.74%"
"10/25/2022","2.690","2.570","2.720","2.560","73.97M","4.67%"
"10/24/2022","2.570","2.610","2.620","2.550","9.66M","-1.53%"
"10/21/2022","2.610","2.500","2.620","2.500","16.57M","3.57%"
"10/20/2022","2.520","2.500","2.550","2.490","7.33M","0.00%"
"10/19/2022","2.520","2.560","2.560","2.520","13.02M","-1.18%"
"10/18/2022","2.550","2.430","2.580","2.420","22.00M","4.51%"
"10/17/2022","2.440","2.510","2.530","2.440","7.32M","-3.17%"
"10/14/2022","2.520","2.520","2.550","2.460","9.00M","0.40%"
"10/13/2022","2.510","2.500","2.520","2.460","4.72M","0.00%"
"10/12/2022","2.510","2.490","2.550","2.480","16.20M","0.40%"
"10/11/2022","2.500","2.520","2.540","2.480","14.89M","-0.79%"
"10/10/2022","2.520","2.550","2.580","2.520","5.85M","-1.95%"
"10/07/2022","2.570","2.620","2.620","2.560","10.59M","-1.53%"
"10/06/2022","2.610","2.620","2.650","2.540","34.45M","0.38%"
"10/05/2022","2.600","2.600","2.660","2.540","42.40M","0.39%"
"10/04/2022","2.590","2.460","2.600","2.450","30.05M","7.92%"
"10/03/2022","2.400","2.410","2.440","2.360","18.19M","-0.41%"
"09/30/2022","2.410","2.440","2.510","2.410","94.30M","-1.63%"
"09/29/2022","2.450","2.450","2.670","2.420","71.77M","1.66%"
"09/28/2022","2.410","2.380","2.420","2.360","41.24M","2.12%"
"09/27/2022","2.360","2.350","2.420","2.320","25.81M","0.00%"
"09/26/2022","2.360","2.240","2.450","2.140","45.59M","2.61%"
"09/23/2022","2.300","2.380","2.430","2.180","33.81M","-2.95%"
"09/22/2022","2.370","2.440","2.670","2.340","108.51M","-2.07%"
"09/21/2022","2.420","2.150","2.440","2.150","120.14M","13.62%"
"09/20/2022","2.130","2.080","2.140","2.030","117.25M","5.45%"
"09/19/2022","2.020","1.950","2.150","1.900","267.34M","7.45%"
"09/16/2022","1.880","1.850","1.970","1.790","98.54M","4.44%"
"09/15/2022","1.800","1.650","1.800","1.650","86.10M","14.65%"
"09/14/2022","1.570","1.400","1.570","1.400","9.75B","14.60%"
"09/13/2022","1.370","1.230","1.410","1.230","47.90M","11.38%"
"09/12/2022","1.230","1.240","1.240","1.230","322.53K","-0.81%"
"09/09/2022","1.240","1.240","1.250","1.230","424.60K","0.81%"
"09/08/2022","1.230","1.240","1.240","1.230","1.86M","0.00%"
"09/07/2022","1.230","1.220","1.240","1.220","822.18K","0.82%"
"09/06/2022","1.220","1.240","1.250","1.220","692.01K","-0.81%"
"09/05/2022","1.230","1.240","1.240","1.220","2.00M","-0.81%"
"09/02/2022","1.240","1.240","1.250","1.240","237.61K","0.00%"
"09/01/2022","1.240","1.250","1.260","1.240","2.53M","-1.59%"
"08/31/2022","1.260","1.260","1.270","1.250","747.73K","-0.79%"
"08/30/2022","1.270","1.260","1.270","1.250","1.01M","0.79%"
"08/29/2022","1.260","1.230","1.260","1.230","1.75M","0.80%"
"08/26/2022","1.250","1.240","1.250","1.240","1.95M","0.81%"
"08/25/2022","1.240","1.250","1.250","1.240","3.15M","-0.80%"
"08/24/2022","1.250","1.240","1.250","1.240","144.81K","0.81%"
"08/23/2022","1.240","1.270","1.270","1.240","1.61M","-2.36%"
"08/22/2022","1.270","1.250","1.270","1.250","1.36M","1.60%"
"08/19/2022","1.250","1.260","1.270","1.250","300.73K","-1.57%"
"08/18/2022","1.270","1.260","1.280","1.250","1.94M","1.60%"
"08/17/2022","1.250","1.280","1.280","1.250","1.44M","-2.34%"
"08/16/2022","1.280","1.260","1.280","1.260","692.24K","1.59%"
"08/15/2022","1.260","1.280","1.280","1.260","1.37M","-1.56%"
"08/12/2022","1.280","1.280","1.280","1.280","1.00M","-0.78%"
"08/11/2022","1.290","1.290","1.290","1.280","1.58M","0.00%"
"08/10/2022","1.290","1.300","1.350","1.290","12.16M","2.38%"
"08/09/2022","1.260","1.260","1.270","1.260","358.84K","-0.79%"
"08/08/2022","1.270","1.260","1.280","1.260","1.24M","0.79%"
"08/05/2022","1.260","1.270","1.300","1.260","2.10M","-0.79%"
"08/04/2022","1.270","1.240","1.300","1.240","7.29M","3.25%"
"08/03/2022","1.230","1.230","1.230","1.230","568.77K","0.00%"
"08/02/2022","1.230","1.250","1.250","1.230","1.13M","-1.60%"
"08/01/2022","1.250","1.240","1.250","1.230","707.84K","1.63%"
"07/29/2022","1.230","1.240","1.240","1.230","682.53K","-0.81%"
"07/28/2022","1.240","1.230","1.240","1.220","720.81K","0.81%"
"07/27/2022","1.230","1.230","1.230","1.220","419.25K","0.82%"
"07/26/2022","1.220","1.210","1.230","1.210","801.32K","0.00%"
"07/25/2022","1.220","1.220","1.230","1.210","605.72K","-0.81%"
"07/22/2022","1.230","1.220","1.230","1.210","1.42M","0.00%"
"07/21/2022","1.230","1.210","1.230","1.210","1.10M","1.65%"
"07/20/2022","1.210","1.200","1.220","1.200","1.42M","0.83%"
"07/19/2022","1.200","1.210","1.220","1.200","1.05M","-0.83%"
"07/18/2022","1.210","1.210","1.220","1.210","1.00M","0.00%"
"07/15/2022","1.210","1.200","1.210","1.200","485.95K","0.00%"
"07/14/2022","1.210","1.200","1.210","1.200","1.02M","0.83%"
"07/13/2022","1.200","1.210","1.220","1.200","310.68K","-0.83%"
"07/12/2022","1.210","1.210","1.220","1.200","1.03M","0.00%"
"07/07/2022","1.210","1.200","1.220","1.200","1.14M","0.00%"
"07/06/2022","1.210","1.210","1.210","1.190","6.14M","-0.82%"
"07/05/2022","1.220","1.230","1.240","1.220","2.99M","-0.81%"
"07/04/2022","1.230","1.240","1.240","1.230","987.57K","-1.60%"
"07/01/2022","1.250","1.250","1.250","1.230","7.61M","0.81%"
"06/30/2022","1.240","1.260","1.260","1.240","3.22M","-1.59%"
"06/29/2022","1.260","1.250","1.260","1.240","2.16M","0.80%"
"06/28/2022","1.250","1.260","1.260","1.240","2.39M","0.00%"
"06/27/2022","1.250","1.260","1.270","1.250","2.01M","0.00%"
"06/24/2022","1.250","1.230","1.260","1.230","934.49K","1.63%"
"06/23/2022","1.230","1.250","1.250","1.230","8.24M","-1.60%"
"06/22/2022","1.250","1.280","1.280","1.240","1.60M","-2.34%"
"06/21/2022","1.280","1.290","1.320","1.260","6.08M","0.79%"
"06/20/2022","1.270","1.260","1.280","1.250","6.26M","0.00%"
"06/17/2022","1.270","1.290","1.300","1.270","561.36K","-0.78%"
"06/16/2022","1.280","1.270","1.300","1.270","1.51M","0.79%"
"06/15/2022","1.270","1.260","1.280","1.260","1.75M","0.79%"
"06/14/2022","1.260","1.260","1.270","1.260","561.92K","0.00%"
"06/13/2022","1.260","1.260","1.280","1.250","2.71M","-3.08%"
"06/10/2022","1.300","1.290","1.300","1.280","672.49K","0.00%"
"06/09/2022","1.300","1.270","1.300","1.260","1.48M","2.36%"
"06/08/2022","1.270","1.280","1.290","1.270","1.84M","-0.78%"
"06/07/2022","1.280","1.280","1.290","1.270","1.39M","-0.78%"
"06/06/2022","1.290","1.310","1.320","1.290","911.71K","-0.77%"
"06/03/2022","1.300","1.300","1.310","1.300","1.76M","-0.76%"
"06/02/2022","1.310","1.280","1.310","1.280","2.07M","1.55%"
"06/01/2022","1.290","1.270","1.290","1.270","1.50M","1.57%"
"05/31/2022","1.270","1.280","1.290","1.250","1.58M","0.00%"
"05/30/2022","1.270","1.270","1.280","1.270","750.56K","0.79%"
"05/27/2022","1.260","1.260","1.280","1.260","1.26M","0.80%"
"05/26/2022","1.250","1.240","1.260","1.240","902.72K","0.81%"
"05/25/2022","1.240","1.250","1.270","1.240","6.61M","-0.80%"
"05/24/2022","1.250","1.260","1.280","1.240","10.68M","0.00%"
"05/23/2022","1.250","1.280","1.290","1.240","3.58M","-3.85%"
"05/20/2022","1.300","1.300","1.330","1.270","5.21M","0.00%"
"05/19/2022","1.300","1.310","1.320","1.300","4.34M","-2.99%"
"05/18/2022","1.340","1.370","1.370","1.330","1.73M","-2.19%"
"05/17/2022","1.370","1.340","1.380","1.330","3.41M","3.79%"
"05/13/2022","1.320","1.350","1.350","1.300","3.18M","2.33%"
"05/12/2022","1.290","1.370","1.370","1.270","5.77M","-4.44%"
"05/11/2022","1.350","1.370","1.380","1.350","3.98M","-1.46%"
"05/10/2022","1.370","1.380","1.390","1.350","5.63M","-1.44%"
"05/09/2022","1.390","1.400","1.420","1.380","8.47M","-1.42%"
"05/06/2022","1.410","1.410","1.430","1.390","4.44M","-0.70%"
"05/05/2022","1.420","1.400","1.450","1.380","18.76M","2.16%"
"04/29/2022","1.390","1.380","1.400","1.370","4.41M","0.72%"
"04/28/2022","1.380","1.390","1.400","1.380","2.59M","-0.72%"
"04/27/2022","1.390","1.360","1.390","1.360","2.78M","1.46%"
"04/25/2022","1.370","1.370","1.430","1.370","25.08M","-0.72%"
"04/22/2022","1.380","1.350","1.390","1.330","5.48M","2.99%"
"04/21/2022","1.340","1.330","1.350","1.320","4.95M","0.75%"
"04/20/2022","1.330","1.360","1.380","1.330","4.92M","-2.92%"
"04/19/2022","1.370","1.370","1.390","1.350","5.21M","-0.72%"
"04/18/2022","1.380","1.430","1.460","1.370","13.26M","-3.50%"
"04/15/2022","1.430","1.360","1.440","1.350","13.75M","4.38%"
"04/14/2022","1.370","1.340","1.380","1.300","12.66M","3.01%"
"04/13/2022","1.330","1.390","1.390","1.310","4.91M","-3.62%"
"04/12/2022","1.380","1.470","1.470","1.370","24.46M","-3.50%"
"04/11/2022","1.430","1.260","1.430","1.260","49.32M","14.40%"
"04/08/2022","1.250","1.250","1.280","1.250","5.27M","0.81%"
"04/07/2022","1.240","1.240","1.260","1.240","5.49M","0.00%"
"04/06/2022","1.240","1.260","1.260","1.230","5.36M","-1.59%"
"04/05/2022","1.260","1.260","1.270","1.250","448.37K","0.00%"
"04/04/2022","1.260","1.280","1.280","1.250","2.80M","-2.33%"
"04/01/2022","1.290","1.270","1.290","1.260","676.54K","1.57%"
"03/31/2022","1.270","1.280","1.290","1.260","4.75M","0.79%"
"03/30/2022","1.260","1.270","1.280","1.260","2.14M","0.00%"
"03/29/2022","1.260","1.250","1.290","1.240","12.37M","1.61%"
"03/28/2022","1.240","1.230","1.240","1.210","3.81M","0.81%"
"03/25/2022","1.230","1.220","1.230","1.220","304.48K","0.82%"
"03/24/2022","1.220","1.230","1.240","1.220","2.55M","-0.81%"
"03/23/2022","1.230","1.240","1.250","1.210","4.62M","-1.60%"
"03/22/2022","1.250","1.270","1.270","1.250","4.29M","-2.34%"
"03/21/2022","1.280","1.260","1.280","1.250","6.15M","2.40%"
"03/18/2022","1.250","1.240","1.250","1.230","1.07M","0.81%"
"03/17/2022","1.240","1.240","1.260","1.240","1.17M","0.00%"
"03/16/2022","1.240","1.240","1.240","1.230","583.74K","0.81%"
"03/15/2022","1.230","1.240","1.240","1.230","1.22M","-1.60%"
"03/14/2022","1.250","1.250","1.250","1.230","1.26M","0.00%"
"03/11/2022","1.250","1.250","1.250","1.240","607.90K","0.00%"
"03/10/2022","1.250","1.260","1.260","1.250","1.44M","-0.79%"
"03/09/2022","1.260","1.240","1.280","1.240","6.36M","2.44%"
"03/08/2022","1.230","1.220","1.250","1.220","2.04M","0.82%"
"03/07/2022","1.220","1.270","1.270","1.210","12.07M","-3.17%"
"03/04/2022","1.260","1.260","1.270","1.260","1.58M","-1.56%"
"03/03/2022","1.280","1.270","1.290","1.260","2.88M","0.00%"
"03/02/2022","1.280","1.250","1.290","1.250","7.43M","3.23%"
"03/01/2022","1.240","1.240","1.250","1.230","1.49M","0.81%"
"02/28/2022","1.230","1.210","1.250","1.210","1.21M","1.65%"
"02/25/2022","1.210","1.210","1.220","1.210","1.08M","0.83%"
"02/24/2022","1.200","1.230","1.230","1.190","3.39M","-2.44%"
"02/23/2022","1.230","1.240","1.240","1.230","322.53K","-0.81%"
"02/22/2022","1.240","1.230","1.240","1.230","715.76K","0.81%"
"02/21/2022","1.230","1.250","1.250","1.230","399.32K","-0.81%"
"02/18/2022","1.240","1.240","1.250","1.240","429.62K","-0.80%"
"02/17/2022","1.250","1.240","1.250","1.230","1.55M","0.81%"
"02/16/2022","1.240","1.240","1.260","1.240","1.52M","-0.80%"
"02/15/2022","1.250","1.230","1.250","1.230","1.98M","1.63%"
"02/14/2022","1.230","1.250","1.250","1.230","761.25K","-2.38%"
"02/11/2022","1.260","1.260","1.270","1.250","4.21M","0.00%"
"02/10/2022","1.260","1.250","1.270","1.250","2.31M","0.80%"
"02/09/2022","1.250","1.250","1.260","1.250","1.02M","0.00%"
"02/08/2022","1.250","1.250","1.260","1.240","1.49M","-0.79%"
"02/07/2022","1.260","1.230","1.270","1.230","712.69K","1.61%"
"02/04/2022","1.240","1.240","1.250","1.240","1.57M","-0.80%"
"02/03/2022","1.250","1.250","1.250","1.240","1.59M","-0.79%"
"02/02/2022","1.260","1.240","1.260","1.240","4.00M","0.80%"
"02/01/2022","1.250","1.240","1.250","1.240","2.04M","0.00%"
"01/31/2022","1.250","1.240","1.250","1.240","1.51M","0.81%"
"01/28/2022","1.240","1.250","1.260","1.240","2.17M","-0.80%"
"01/27/2022","1.250","1.240","1.260","1.220","6.15M","0.81%"
"01/26/2022","1.240","1.270","1.270","1.240","6.27M","-2.36%"
"01/25/2022","1.270","1.300","1.300","1.250","10.40M","-2.31%"
"01/24/2022","1.300","1.300","1.300","1.280","4.00M","-0.76%"
"01/21/2022","1.310","1.310","1.320","1.300","753.52K","0.00%"
"01/20/2022","1.310","1.300","1.320","1.290","6.47M","1.55%"
"01/19/2022","1.290","1.260","1.300","1.250","4.82M","2.38%"
"01/18/2022","1.260","1.220","1.260","1.220","3.43M","2.44%"
"01/17/2022","1.230","1.250","1.260","1.210","4.23M","-0.81%"
"01/14/2022","1.240","1.250","1.250","1.240","1.39M","-0.80%"
"01/13/2022","1.250","1.240","1.250","1.240","385.40K","0.00%"
"01/12/2022","1.250","1.260","1.260","1.240","2.41M","0.00%"
"01/11/2022","1.250","1.270","1.280","1.240","3.91M","-1.57%"
"01/10/2022","1.270","1.290","1.290","1.250","4.39M","-1.55%"
"01/07/2022","1.290","1.260","1.290","1.260","1.12M","2.38%"
"01/06/2022","1.260","1.290","1.290","1.260","2.06M","-0.79%"
"01/05/2022","1.270","1.300","1.300","1.270","5.10M","-2.31%"
"01/04/2022","1.300","1.330","1.330","1.270","6.94M","-1.52%"
"01/03/2022","1.320","1.310","1.320","1.300","2.05M","0.00%"
"12/30/2021","1.320","1.330","1.330","1.310","1.12M","0.00%"
"12/29/2021","1.320","1.330","1.340","1.320","788.37K","-0.75%"
"12/28/2021","1.330","1.340","1.350","1.320","698.75K","0.00%"
"12/27/2021","1.330","1.350","1.350","1.320","2.39M","0.76%"
"12/26/2021","1.320","1.310","1.330","1.310","1.14M","0.00%"
"12/23/2021","1.320","1.360","1.360","1.320","1.81M","-1.49%"
"12/22/2021","1.340","1.370","1.370","1.340","5.34M","0.00%"
"12/21/2021","1.340","1.310","1.340","1.310","3.66M","3.08%"
"12/20/2021","1.300","1.320","1.340","1.290","6.66M","-1.52%"
"12/19/2021","1.320","1.380","1.400","1.320","5.88M","-4.35%"
"12/16/2021","1.380","1.380","1.390","1.350","9.18M","0.73%"
"12/15/2021","1.370","1.400","1.400","1.370","3.17M","-2.14%"
"12/14/2021","1.400","1.430","1.430","1.390","7.79M","-2.10%"
"12/13/2021","1.430","1.400","1.440","1.400","4.33M","1.42%"
"12/12/2021","1.410","1.430","1.450","1.410","5.40M","-0.70%"
"12/09/2021","1.420","1.440","1.440","1.410","4.20M","-0.70%"
"12/08/2021","1.430","1.430","1.480","1.410","16.73M","0.70%"
"12/07/2021","1.420","1.380","1.480","1.380","19.97M","3.65%"
"12/06/2021","1.370","1.400","1.400","1.360","8.45M","-1.44%"
"12/05/2021","1.390","1.450","1.450","1.350","16.69M","-1.42%"
"11/30/2021","1.410","1.430","1.550","1.410","66.09M","4.44%"
"11/29/2021","1.350","1.170","1.350","1.170","38.45M","14.41%"
"11/28/2021","1.180","1.170","1.180","1.150","6.10M","-1.67%"
"11/25/2021","1.200","1.190","1.200","1.180","807.47K","0.00%"
"11/24/2021","1.200","1.180","1.200","1.180","902.53K","0.84%"
"11/23/2021","1.190","1.200","1.210","1.180","3.55M","-0.83%"
"11/22/2021","1.200","1.230","1.230","1.190","7.67M","-3.23%"
"11/21/2021","1.240","1.250","1.250","1.230","3.33M","-1.59%"
"11/18/2021","1.260","1.270","1.280","1.250","2.53M","-1.56%"
"11/17/2021","1.280","1.280","1.300","1.270","7.82M","-0.78%"
"11/16/2021","1.290","1.290","1.310","1.280","13.27M","0.00%"
"11/15/2021","1.290","1.300","1.300","1.280","12.25M","-0.77%"
"11/14/2021","1.300","1.290","1.300","1.280","4.54M","1.56%"
"11/11/2021","1.280","1.300","1.310","1.280","5.89M","-0.78%"
"11/10/2021","1.290","1.310","1.320","1.290","15.71M","0.78%"
"11/09/2021","1.280","1.270","1.310","1.260","11.04M","0.00%"
"11/08/2021","1.280","1.270","1.280","1.250","4.39M","0.79%"
"11/07/2021","1.270","1.230","1.290","1.230","17.72M","4.10%"
"11/04/2021","1.220","1.220","1.240","1.210","4.97M","-0.81%"
"11/03/2021","1.230","1.210","1.230","1.200","6.29M","0.82%"
"11/02/2021","1.220","1.220","1.230","1.180","6.60M","-0.81%"
"11/01/2021","1.230","1.220","1.240","1.200","4.07M","0.00%"
"10/31/2021","1.230","1.240","1.240","1.220","3.61M","-0.81%"
"10/28/2021","1.240","1.220","1.250","1.220","3.90M","0.81%"
"10/27/2021","1.230","1.230","1.240","1.220","1.82M","-0.81%"
"10/26/2021","1.240","1.250","1.250","1.230","3.29M","0.00%"
"10/25/2021","1.240","1.240","1.250","1.230","3.27M","-0.80%"
"10/24/2021","1.250","1.270","1.280","1.250","6.84M","0.00%"
"10/20/2021","1.250","1.240","1.250","1.230","1.69M","0.00%"
"10/19/2021","1.250","1.240","1.250","1.230","1.70M","0.00%"
"10/18/2021","1.250","1.230","1.260","1.220","5.33M","1.63%"
"10/17/2021","1.230","1.230","1.240","1.220","1.24M","0.00%"
"10/14/2021","1.230","1.240","1.240","1.230","2.25M","0.00%"
"10/13/2021","1.230","1.240","1.250","1.230","2.26M","-1.60%"
"10/12/2021","1.250","1.250","1.250","1.240","1.36M","0.00%"
"10/11/2021","1.250","1.240","1.260","1.240","1.84M","0.00%"
"10/10/2021","1.250","1.260","1.260","1.240","1.29M","0.00%"
"10/07/2021","1.250","1.250","1.270","1.240","3.69M","0.81%"
"10/06/2021","1.240","1.230","1.250","1.230","987.13K","0.00%"
"10/05/2021","1.240","1.250","1.250","1.220","2.77M","-0.80%"
"10/04/2021","1.250","1.250","1.260","1.250","1.33M","0.00%"
"10/03/2021","1.250","1.250","1.260","1.250","417.12K","-1.57%"
"09/30/2021","1.270","1.270","1.280","1.240","3.33M","0.00%"
"09/29/2021","1.270","1.240","1.280","1.240","2.07M","0.79%"
"09/28/2021","1.260","1.250","1.260","1.240","1.95M","0.80%"
"09/27/2021","1.250","1.260","1.270","1.240","1.89M","-1.57%"
"09/26/2021","1.270","1.280","1.280","1.250","475.57K","-0.78%"
"09/23/2021","1.280","1.270","1.280","1.270","216.84K","0.00%"
"09/22/2021","1.280","1.280","1.280","1.270","457.02K","0.00%"
"09/21/2021","1.280","1.250","1.280","1.250","2.47M","2.40%"
"09/20/2021","1.250","1.270","1.280","1.250","2.77M","-2.34%"
"09/19/2021","1.280","1.270","1.280","1.270","618.90K","0.00%"
"09/16/2021","1.280","1.290","1.290","1.280","1.34M","-0.78%"
"09/15/2021","1.290","1.280","1.290","1.270","1.06M","0.78%"
"09/14/2021","1.280","1.280","1.290","1.260","1.55M","-0.78%"
"09/13/2021","1.290","1.290","1.300","1.270","7.18M","-0.77%"
"09/12/2021","1.300","1.320","1.320","1.300","3.06M","-0.76%"
"09/09/2021","1.310","1.340","1.340","1.310","4.66M","-2.96%"
"09/08/2021","1.350","1.330","1.350","1.320","4.42M","1.50%"
"09/07/2021","1.330","1.320","1.330","1.320","3.56M","0.00%"
"09/06/2021","1.330","1.360","1.360","1.300","8.85M","-2.92%"
"09/05/2021","1.370","1.390","1.400","1.360","8.97M","0.00%"
"09/02/2021","1.370","1.350","1.390","1.350","45.90M","2.24%"
"09/01/2021","1.340","1.310","1.340","1.300","15.52M","2.29%"
"08/31/2021","1.310","1.300","1.320","1.300","9.92M","0.77%"
"08/30/2021","1.300","1.280","1.330","1.270","14.01M","0.78%"
"08/29/2021","1.290","1.280","1.300","1.270","2.67M","1.57%"
"08/26/2021","1.270","1.290","1.290","1.260","5.82M","-2.31%"
"08/25/2021","1.300","1.320","1.320","1.280","4.08M","-0.76%"
"08/24/2021","1.310","1.330","1.360","1.310","9.10M","-2.24%"
"08/23/2021","1.340","1.260","1.350","1.260","30.34M","6.35%"
"08/22/2021","1.260","1.240","1.260","1.230","4.34M","1.61%"
"08/19/2021","1.240","1.240","1.250","1.230","2.03M","-0.80%"
"08/18/2021","1.250","1.250","1.260","1.230","4.47M","-0.79%"
"08/17/2021","1.260","1.260","1.260","1.240","3.55M","-0.79%"
"08/16/2021","1.270","1.280","1.280","1.250","2.85M","-0.78%"
"08/15/2021","1.280","1.270","1.290","1.270","3.42M","0.79%"
"08/11/2021","1.270","1.270","1.300","1.260","12.19M","1.60%"
"08/10/2021","1.250","1.260","1.260","1.250","1.49M","-0.79%"
"08/09/2021","1.260","1.250","1.260","1.240","2.19M","0.00%"
"08/08/2021","1.260","1.260","1.260","1.240","5.34M","0.80%"
"08/05/2021","1.250","1.290","1.290","1.240","11.34M","-2.34%"
"08/04/2021","1.280","1.270","1.280","1.270","3.55M","0.79%"
"08/03/2021","1.270","1.250","1.270","1.250","1.99M","0.79%"
"08/02/2021","1.260","1.290","1.290","1.250","2.03M","-1.56%"
"08/01/2021","1.280","1.290","1.290","1.250","4.15M","-1.54%"
"07/29/2021","1.300","1.280","1.300","1.270","2.95M","0.78%"
"07/28/2021","1.290","1.320","1.330","1.290","9.53M","-3.01%"
"07/27/2021","1.330","1.340","1.350","1.300","2.89M","-0.75%"
"07/26/2021","1.340","1.340","1.350","1.320","4.37M","0.00%"
"07/25/2021","1.340","1.350","1.350","1.340","1.34M","-1.47%"
"07/18/2021","1.360","1.340","1.360","1.340","498.17K","0.00%"
"07/15/2021","1.360","1.350","1.360","1.340","1.96M","0.00%"
"07/14/2021","1.360","1.370","1.370","1.350","579.10K","-0.73%"
"07/13/2021","1.370","1.360","1.370","1.350","3.10M","1.48%"
"07/12/2021","1.350","1.360","1.370","1.350","2.00M","-1.46%"
"07/11/2021","1.370","1.370","1.380","1.360","4.06M","0.00%"
"07/08/2021","1.370","1.360","1.380","1.350","5.98M","0.74%"
"07/07/2021","1.360","1.360","1.360","1.350","408.20K","0.74%"
"07/06/2021","1.350","1.360","1.380","1.350","7.98M","-1.46%"
"07/05/2021","1.370","1.370","1.370","1.360","1.32M","-0.72%"
"07/04/2021","1.380","1.370","1.380","1.360","1.92M","0.73%"
"07/01/2021","1.370","1.380","1.390","1.360","1.63M","-1.44%"
"06/30/2021","1.390","1.370","1.390","1.370","2.75M","1.46%"
"06/29/2021","1.370","1.380","1.380","1.360","1.31M","-0.72%"
"06/28/2021","1.380","1.380","1.380","1.370","924.59K","0.00%"
"06/27/2021","1.380","1.380","1.390","1.370","247.27K","-0.72%"
"06/24/2021","1.390","1.380","1.390","1.370","1.76M","-0.71%"
"06/23/2021","1.400","1.390","1.400","1.380","1.10M","0.00%"
"06/22/2021","1.400","1.400","1.400","1.380","2.32M","0.00%"
"06/21/2021","1.400","1.390","1.400","1.390","1.27M","0.00%"
"06/20/2021","1.400","1.400","1.400","1.390","1.36M","-0.71%"
"06/17/2021","1.410","1.400","1.420","1.390","4.40M","0.71%"
"06/16/2021","1.400","1.410","1.420","1.400","8.19M","-1.41%"
"06/15/2021","1.420","1.420","1.450","1.420","14.74M","0.00%"
"06/14/2021","1.420","1.400","1.430","1.400","10.02M","0.71%"
"06/13/2021","1.410","1.430","1.430","1.400","9.92M","-1.40%"
"06/10/2021","1.430","1.410","1.480","1.390","67.50M","4.38%"
"06/09/2021","1.370","1.350","1.370","1.350","3.63M","1.48%"
"06/08/2021","1.350","1.350","1.350","1.340","1.23M","0.00%"
